股票代码,股票简称,现价(元),涨跌幅(%)
002178.SZ,延华智能,9.99,-0.60
600238.SH,海南椰岛,9.99,-1.29
002011.SZ,盾安环境,9.98,-6.20
002585.SZ,双星新材,9.97,-2.35
600171.SH,上海贝岭,9.97,-3.67
300390.SZ,天华超净,9.96,-4.05
600513.SH,联环药业,9.95,-3.30
000529.SZ,广弘控股,9.94,-1.29
002156.SZ,通富微电,9.94,-0.80
600576.SH,万家文化,9.94,-5.15
600516.SH,方大炭素,9.93,-0.90
601375.SH,中原证券,9.93,-3.97
002408.SZ,齐翔腾达,9.92,-0.90
600983.SH,惠而浦,9.92,0.30
000059.SZ,华锦股份,9.91,-1.69
000060.SZ,中金岭南,9.91,1.12
000848.SZ,承德露露,9.91,-2.37
600618.SH,氯碱化工,9.91,-2.94
002033.SZ,丽江旅游,9.90,-1.98
002081.SZ,金螳螂,9.90,-1.00
002345.SZ,潮宏基,9.89,-3.42
600882.SH,广泽股份,9.89,-1.10
601567.SH,三星医疗,9.89,-1.30
002106.SZ,莱宝高科,9.87,-3.80
002448.SZ,中原内配,9.87,-2.28
300356.SZ,光一科技,9.87,-4.18
600057.SH,象屿股份,9.86,-0.51
600418.SH,江淮汽车,9.86,-0.61
002125.SZ,湘潭电化,9.85,-4.83
002207.SZ,*ST准油,9.84,-1.99
002059.SZ,云南旅游,9.83,-1.11
002164.SZ,宁波东力,9.83,-3.91
300182.SZ,捷成股份,9.83,-0.30
600356.SH,恒丰纸业,9.83,-3.82
601766.SH,中国中车,9.83,0.00
000705.SZ,浙江震元,9.82,-1.70
002770.SZ,科迪乳业,9.82,-2.39
002323.SZ,雅百特,9.81,-4.39
000547.SZ,航天发展,9.80,-4.20
002336.SZ,人人乐,9.80,-2.20
002355.SZ,兴民智通,9.80,-2.00
300224.SZ,正海磁材,9.80,-0.31
600303.SH,曙光股份,9.80,-2.97
300328.SZ,宜安科技,9.77,-4.68
600978.SH,宜华生活,9.77,0.10
601368.SH,绿城水务,9.77,-2.30
600909.SH,华安证券,9.76,-4.87
002651.SZ,利君股份,9.75,-5.62
600101.SH,明星电力,9.75,-2.89
600889.SH,南京化纤,9.75,-3.08
000523.SZ,广州浪奇,9.71,-0.72
000835.SZ,长城动漫,9.70,-1.92
000606.SZ,神州易桥,9.68,2.76
002493.SZ,荣盛石化,9.67,7.44
002634.SZ,棒杰股份,9.66,5.46
600089.SH,特变电工,9.65,-2.62
600652.SH,游久游戏,9.63,-2.73
300420.SZ,五洋科技,9.61,-4.47
601126.SH,四方股份,9.61,-1.54
002071.SZ,长城影视,9.60,-4.10
002377.SZ,国创高新,9.60,-1.84
600393.SH,粤泰股份,9.60,-0.83
002029.SZ,七匹狼,9.58,-1.74
300064.SZ,豫金刚石,9.58,-1.84
000037.SZ,深南电A,9.57,-2.94
000409.SZ,山东地矿,9.56,0.42
600500.SH,中化国际,9.56,-1.85
600820.SH,隧道股份,9.56,0.95
002497.SZ,雅化集团,9.55,-1.34
600561.SH,江西长运,9.55,-3.73
000993.SZ,闽东电力,9.54,-3.93
300117.SZ,嘉寓股份,9.54,-5.36
300274.SZ,阳光电源,9.54,-1.04
600626.SH,申达股份,9.53,-2.76
002660.SZ,茂硕电源,9.52,-3.06
600862.SH,中航高科,9.51,-4.42
603609.SH,禾丰牧业,9.51,-6.40
002363.SZ,隆基机械,9.50,-4.52
300090.SZ,盛运环保,9.50,-1.15
002126.SZ,银轮股份,9.49,-0.42
600080.SH,金花股份,9.49,-3.16
601928.SH,凤凰传媒,9.48,-2.27
000531.SZ,穗恒运A,9.47,-3.27
002243.SZ,通产丽星,9.46,-5.59
600191.SH,华资实业,9.46,-1.46
002538.SZ,司尔特,9.45,0.00
000619.SZ,海螺型材,9.39,-2.80
002484.SZ,江海股份,9.39,-1.88
002472.SZ,双环传动,9.36,-4.20
300019.SZ,硅宝科技,9.36,-5.07
002683.SZ,宏大爆破,9.35,-0.11
000686.SZ,东北证券,9.34,-2.40
002139.SZ,拓邦股份,9.34,-3.91
600581.SH,八一钢铁,9.34,3.66
600352.SH,浙江龙盛,9.33,-2.61
000536.SZ,华映科技,9.32,-0.64
000628.SZ,高新发展,9.32,-3.32
600048.SH,保利地产,9.31,-0.11
600178.SH,东安动力,9.31,-3.72
000791.SZ,甘肃电投,9.30,-2.00
002191.SZ,劲嘉股份,9.30,0.54
002433.SZ,太安堂,9.30,-1.90
300304.SZ,云意电气,9.30,-5.49
600377.SH,宁沪高速,9.30,-0.11
600674.SH,川投能源,9.30,0.00
600875.SH,东方电气,9.30,-1.38
603618.SH,杭电股份,9.30,-3.83
000407.SZ,胜利股份,9.29,-0.54
600176.SH,中国巨石,9.29,-1.28
600970.SH,中材国际,9.29,-5.40
600051.SH,宁波联合,9.28,-3.23
600398.SH,海澜之家,9.28,-1.90
300240.SZ,飞力达,9.27,-1.38
600802.SH,福建水泥,9.27,-2.42
600273.SH,嘉化能源,9.26,0.11
000593.SZ,大通燃气,9.25,-0.75
600737.SH,中粮糖业,9.25,0.00
000541.SZ,佛山照明,9.24,-1.60
600297.SH,广汇汽车,9.24,0.98
300107.SZ,建新股份,9.23,-2.74
000702.SZ,正虹科技,9.22,-3.86
002155.SZ,湖南黄金,9.22,-2.64
601228.SH,广州港,9.22,-6.40
000530.SZ,大冷股份,9.21,-3.05
300012.SZ,华测检测,9.21,-2.02
300206.SZ,理邦仪器,9.21,-2.54
002520.SZ,日发精机,9.20,-3.16
300160.SZ,秀强股份,9.20,0.55
600216.SH,浙江医药,9.20,-1.92
600301.SH,ST南化,9.20,-4.86
000851.SZ,高鸿股份,9.19,-3.77
002402.SZ,和而泰,9.19,0.55
000559.SZ,万向钱潮,9.18,0.11
601111.SH,中国国航,9.18,0.88
002349.SZ,精华制药,9.16,-3.38
000066.SZ,中国长城,9.15,-2.45
002109.SZ,兴化股份,9.15,-1.51
300341.SZ,麦迪电气,9.14,-2.77
300261.SZ,雅本化学,9.13,1.78
002708.SZ,光洋股份,9.11,-3.09
300213.SZ,佳讯飞鸿,9.11,-5.10
002084.SZ,海鸥卫浴,9.10,-2.15
002639.SZ,雪人股份,9.10,-6.48
002644.SZ,佛慈制药,9.10,-1.19
000633.SZ,合金投资,9.09,-8.18
600240.SH,华业资本,9.09,-1.62
600830.SH,香溢融通,9.09,-3.81
000507.SZ,珠海港,9.08,-7.72
000798.SZ,中水渔业,9.08,-4.02
002016.SZ,世荣兆业,9.08,-2.89
600229.SH,城市传媒,9.07,-3.41
002378.SZ,章源钨业,9.04,-0.77
600698.SH,湖南天雁,9.04,-0.99
002500.SZ,山西证券,9.03,-3.22
600226.SH,升华拜克,9.03,-1.85
600919.SH,江苏银行,9.03,-0.99
600090.SH,同济堂,9.02,1.12
600133.SH,东湖高新,9.02,-6.91
000088.SZ,盐田港,9.01,-7.11
002604.SZ,龙力生物,9.01,-2.81
002692.SZ,睿康股份,9.01,-0.99
000012.SZ,南玻A,9.00,-1.53
300116.SZ,坚瑞沃能,9.00,-3.95
600073.SH,上海梅林,9.00,-2.49
600731.SH,湖南海利,9.00,-2.07
002073.SZ,软控股份,8.99,-2.60
000043.SZ,中航地产,8.98,-1.97
000089.SZ,深圳机场,8.98,0.79
000782.SZ,美达股份,8.98,0.67
600168.SH,武汉控股,8.98,-1.54
601668.SH,中国建筑,8.98,-1.21
002685.SZ,华东重机,8.97,-10.03
601965.SH,中国汽研,8.97,-3.13
000978.SZ,桂林旅游,8.96,-2.50
600769.SH,祥龙电业,8.96,-1.32
002069.SZ,獐子岛,8.95,-2.51
002194.SZ,武汉凡谷,8.95,-3.76
002176.SZ,江特电机,8.94,-2.51
600059.SH,古越龙山,8.93,-2.62
002375.SZ,亚厦股份,8.92,-2.09
600339.SH,中油工程,8.92,0.68
300242.SZ,明家联合,8.91,-2.73
600189.SH,吉林森工,8.91,-2.52
300211.SZ,亿通科技,8.90,-4.81
300337.SZ,银邦股份,8.87,-1.12
002218.SZ,拓日新能,8.86,-2.53
300287.SZ,飞利信,8.86,-3.06
600405.SH,动力源,8.86,-2.64
002390.SZ,信邦制药,8.85,0.00
600814.SH,杭州解百,8.85,-3.17
002524.SZ,光正集团,8.84,-9.98
002578.SZ,闽发铝业,8.84,-2.75
600807.SH,天业股份,8.83,-5.66
601113.SH,华鼎股份,8.83,-4.13
600218.SH,全柴动力,8.82,-3.40
601038.SH,一拖股份,8.82,-2.11
002560.SZ,通达股份,8.80,-2.98
002702.SZ,海欣食品,8.80,-2.11
300305.SZ,裕兴股份,8.80,-4.14
002216.SZ,三全食品,8.79,-1.35
601999.SH,出版传媒,8.79,-3.19
600069.SH,银鸽投资,8.78,-1.13
000560.SZ,昆百大A,8.77,-2.01
601028.SH,玉龙股份,8.76,1.04
300150.SZ,世纪瑞尔,8.75,-8.09
600295.SH,鄂尔多斯,8.73,-3.96
600961.SH,株冶集团,8.73,-0.11
601313.SH,江南嘉捷,8.73,-3.75
002121.SZ,科陆电子,8.72,-1.13
600791.SH,京能置业,8.72,1.16
300008.SZ,天海防务,8.71,-4.91
601177.SH,杭齿前进,8.71,-3.44
000061.SZ,农产品,8.70,-1.25
002245.SZ,澳洋顺昌,8.70,-2.58
600206.SH,有研新材,8.70,-1.92
000902.SZ,新洋丰,8.69,-1.14
002104.SZ,恒宝股份,8.69,-3.34
002443.SZ,金洲管道,8.69,10.00
601002.SH,晋亿实业,8.69,-2.58
603123.SH,翠微股份,8.69,-1.70
000001.SZ,平安银行,8.68,-0.12
000636.SZ,风华高科,8.68,-0.23
002574.SZ,明牌珠宝,8.68,-1.25
300376.SZ,易事特,8.68,-3.34
300018.SZ,中元股份,8.67,-2.48
000551.SZ,创元科技,8.66,-3.13
002093.SZ,国脉科技,8.66,-3.35
002563.SZ,森马服饰,8.65,1.77
002430.SZ,杭氧股份,8.64,-3.79
600330.SH,天通股份,8.64,-2.92
600478.SH,科力远,8.64,0.00
600651.SH,飞乐音响,8.64,-2.59
600409.SH,三友化工,8.62,-3.26
601901.SH,方正证券,8.62,1.06
000839.SZ,中信国安,8.61,-3.37
000928.SZ,中钢国际,8.60,-9.19
002220.SZ,天宝股份,8.60,-3.48
002515.SZ,金字火腿,8.60,-1.94
600730.SH,中国高科,8.60,-2.49
601169.SH,北京银行,8.60,-0.58
601390.SH,中国中铁,8.60,0.82
000678.SZ,襄阳轴承,8.59,-3.59
601212.SH,白银有色,8.59,-3.05
002327.SZ,富安娜,8.58,-0.46
300193.SZ,佳士科技,8.58,-2.28
600851.SH,海欣股份,8.57,-5.62
600548.SH,深高速,8.56,-0.35
603128.SH,华贸物流,8.56,-1.16
600936.SH,广西广电,8.55,-3.50
000900.SZ,现代投资,8.53,-2.18
300099.SZ,精准信息,8.53,-4.80
300126.SZ,锐奇股份,8.53,-4.05
000069.SZ,华侨城A,8.51,0.71
300255.SZ,常山药业,8.51,-6.17
600365.SH,通葡股份,8.51,-10.04
000783.SZ,长江证券,8.48,-4.72
300277.SZ,海联讯,8.48,-2.86
600719.SH,大连热电,8.48,-2.64
601006.SH,大秦铁路,8.48,0.95
002267.SZ,陕天然气,8.46,0.24
000036.SZ,华联控股,8.44,-3.10
000713.SZ,丰乐种业,8.44,-3.21
000969.SZ,安泰科技,8.44,-1.29
000962.SZ,东方钽业,8.43,-3.77
600380.SH,健康元,8.43,-1.17
000006.SZ,深振业A,8.42,-3.99
002429.SZ,兆驰股份,8.42,-3.66
300027.SZ,华谊兄弟,8.42,0.72
300132.SZ,青松股份,8.41,0.12
300154.SZ,瑞凌股份,8.41,-2.44
601890.SH,亚星锚链,8.41,-2.66
000046.SZ,泛海控股,8.39,-0.24
000608.SZ,阳光股份,8.39,0.24
600203.SH,福日电子,8.39,-3.90
600723.SH,首商股份,8.39,-2.56
000672.SZ,上峰水泥,8.38,-4.12
300002.SZ,神州泰岳,8.38,0.12
000965.SZ,天保基建,8.37,-5.10
002688.SZ,金河生物,8.37,0.48
300155.SZ,安居宝,8.36,-3.02
600755.SH,厦门国贸,8.36,-2.90
000903.SZ,云内动力,8.35,-3.13
002060.SZ,粤水电,8.35,-3.47
300083.SZ,劲胜精密,8.35,-1.88
600410.SH,华胜天成,8.35,-4.02
002161.SZ,远望谷,8.34,-2.57
600076.SH,康欣新材,8.34,-3.25
002330.SZ,得利斯,8.33,0.24
600505.SH,西昌电力,8.33,-2.46
002549.SZ,凯美特气,8.31,-2.24
000790.SZ,泰合健康,8.29,-3.72
601139.SH,深圳燃气,8.29,-2.36
600963.SH,岳阳林纸,8.28,-3.27
002097.SZ,山河智能,8.27,-2.25
002480.SZ,新筑股份,8.27,2.73
300251.SZ,光线传媒,8.27,-1.20
601718.SH,际华集团,8.27,0.12
002344.SZ,海宁皮城,8.26,-1.43
603012.SH,创力集团,8.26,-2.25
600758.SH,红阳能源,8.25,-4.29
000030.SZ,富奥股份,8.24,-0.24
300076.SZ,GQY视讯,8.24,-5.29
300326.SZ,凯利泰,8.24,-2.95
600608.SH,*ST沪科,8.24,-4.96
600738.SH,兰州民百,8.24,1.23
002124.SZ,天邦股份,8.22,-2.84
600801.SH,华新水泥,8.22,-2.72
002629.SZ,仁智股份,8.20,-5.42
600125.SH,铁龙物流,8.20,-4.43
600207.SH,安彩高科,8.20,-3.19
600896.SH,览海投资,8.19,-2.50
002105.SZ,信隆健康,8.18,-2.85
002211.SZ,宏达新材,8.18,-3.77
000976.SZ,春晖股份,8.17,-0.85
002214.SZ,大立科技,8.17,-4.22
002379.SZ,*ST鲁丰,8.17,-4.78
002482.SZ,广田集团,8.17,-0.49
002655.SZ,共达电声,8.17,-6.95
600864.SH,哈投股份,8.17,-3.77
600796.SH,钱江生化,8.16,-4.45
000429.SZ,粤高速A,8.15,-3.78
000908.SZ,景峰医药,8.15,-0.73
600105.SH,永鼎股份,8.15,-2.28
002318.SZ,久立特材,8.14,-2.75
600767.SH,*ST运盛,8.14,-5.02
000812.SZ,陕西金叶,8.12,-3.45
300028.SZ,金亚科技,8.12,-7.09
000510.SZ,金路集团,8.11,-3.68
000890.SZ,法尔胜,8.11,-2.41
002360.SZ,同德化工,8.11,-3.57
300175.SZ,朗源股份,8.11,-4.36
002183.SZ,怡亚通,8.10,-3.57
002565.SZ,顺灏股份,8.10,-2.29
002632.SZ,道明光学,8.10,-4.03
600355.SH,精伦电子,8.10,-0.61
002514.SZ,宝馨科技,8.09,-2.41
600029.SH,南方航空,8.09,1.13
600778.SH,友好集团,8.09,-3.23
000416.SZ,民生控股,8.08,-2.77
600232.SH,金鹰股份,8.08,-3.92
600302.SH,标准股份,8.08,-3.58
600846.SH,同济科技,8.08,-3.35
002369.SZ,卓翼科技,8.07,-2.18
600466.SH,蓝光发展,8.07,-2.30
002467.SZ,二六三,8.06,-2.54
600327.SH,大东方,8.05,-1.95
600854.SH,春兰股份,8.05,-1.83
000417.SZ,合肥百货,8.03,-2.07
002328.SZ,新朋股份,8.03,-2.19
002539.SZ,云图控股,8.02,-3.61
300165.SZ,天瑞仪器,8.02,-3.95
002406.SZ,远东传动,8.01,-2.67
600662.SH,强生控股,8.01,-2.32
000021.SZ,深科技,8.00,-1.72
601777.SH,力帆股份,7.97,-2.33
000612.SZ,焦作万方,7.96,0.76
300264.SZ,佳创视讯,7.96,-3.63
600684.SH,珠江实业,7.96,-2.69
002215.SZ,诺普信,7.93,-3.41
002332.SZ,仙琚制药,7.93,-1.86
600708.SH,光明地产,7.93,-3.18
601008.SH,连云港,7.93,-4.80
000899.SZ,赣能股份,7.91,-5.38
002100.SZ,天康生物,7.91,-1.37
300131.SZ,英唐智控,7.90,-2.71
300169.SZ,天晟新材,7.88,-4.02
600683.SH,京投发展,7.88,-1.99
000426.SZ,兴业矿业,7.87,1.16
000931.SZ,中关村,7.87,-3.08
600510.SH,黑牡丹,7.87,-2.36
000528.SZ,柳工,7.86,-2.12
600353.SH,旭光股份,7.86,-3.08
600858.SH,银座股份,7.86,-3.32
000876.SZ,新希望,7.85,0.13
000058.SZ,深赛格,7.84,-2.85
600235.SH,民丰特纸,7.84,-3.69
600789.SH,鲁抗医药,7.84,-2.61
002687.SZ,乔治白,7.83,-2.85
600821.SH,津劝业,7.83,-4.28
002607.SZ,亚夏汽车,7.82,-4.40
000801.SZ,四川九洲,7.81,-3.70
600151.SH,航天机电,7.81,-0.89
002404.SZ,嘉欣丝绸,7.80,-1.76
600011.SH,华能国际,7.80,0.13
600095.SH,哈高科,7.80,-5.80
600800.SH,天津磁卡,7.80,-2.86
000018.SZ,神州长城,7.79,-4.77
300043.SZ,星辉娱乐,7.79,0.91
600354.SH,敦煌种业,7.79,1.70
002453.SZ,天马精化,7.78,-2.14
300164.SZ,通源石油,7.77,-7.17
600016.SH,民生银行,7.77,-0.51
600212.SH,江泉实业,7.77,-3.36
600720.SH,祁连山,7.77,-1.77
600008.SH,首创股份,7.75,-0.13
002492.SZ,恒基达鑫,7.74,-6.41
300102.SZ,乾照光电,7.74,-2.76
600287.SH,江苏舜天,7.74,-2.64
600469.SH,风神股份,7.74,-4.91
600787.SH,中储股份,7.74,-4.33
002665.SZ,首航节能,7.73,-2.28
600517.SH,置信电气,7.73,-2.40
600810.SH,神马股份,7.73,-3.74
600358.SH,国旅联合,7.72,-2.77
002172.SZ,澳洋科技,7.71,-1.66
002588.SZ,史丹利,7.71,-0.90
000833.SZ,贵糖股份,7.70,1.18
002163.SZ,中航三鑫,7.70,-1.54
600094.SH,大名城,7.70,-0.52
600192.SH,长城电工,7.69,-2.90
601857.SH,中国石油,7.69,1.18
002004.SZ,华邦健康,7.68,-1.41
002015.SZ,霞客环保,7.68,-3.03
002420.SZ,毅昌股份,7.67,2.68
000759.SZ,中百集团,7.66,0.26
002135.SZ,东南网架,7.66,0.53
002303.SZ,美盈森,7.66,-2.42
600131.SH,岷江水电,7.66,-4.01
600415.SH,小商品城,7.66,-1.42
600707.SH,彩虹股份,7.66,-1.29
002203.SZ,海亮股份,7.65,-0.78
000537.SZ,广宇发展,7.64,-2.92
000983.SZ,西山煤电,7.63,-0.39
600499.SH,科达洁能,7.61,-1.93
600870.SH,厦华电子,7.61,-2.93
300094.SZ,国联水产,7.59,-2.44
600886.SH,国投电力,7.59,0.66
000514.SZ,渝开发,7.58,-3.69
000009.SZ,中国宝安,7.56,-2.83
002469.SZ,三维工程,7.56,-3.08
002061.SZ,江山化工,7.55,-4.79
600351.SH,亚宝药业,7.55,0.27
601669.SH,中国电建,7.55,-2.58
002693.SZ,双成药业,7.54,-4.07
600400.SH,红豆股份,7.54,0.00
600610.SH,中毅达,7.54,-4.68
600199.SH,金种子酒,7.53,-2.84
000778.SZ,新兴铸管,7.51,-0.27
600098.SH,广州发展,7.51,-1.44
600644.SH,乐山电力,7.51,-3.22
600249.SH,两面针,7.50,-4.22
000688.SZ,建新矿业,7.48,0.00
002047.SZ,宝鹰股份,7.48,-2.86
600825.SH,新华传媒,7.48,2.89
601158.SH,重庆水务,7.48,-0.53
601968.SH,宝钢包装,7.48,-2.86
601985.SH,中国核电,7.47,0.54
600667.SH,太极实业,7.46,-0.40
000731.SZ,四川美丰,7.45,-2.10
000739.SZ,普洛药业,7.45,-2.36
000837.SZ,秦川机床,7.45,-2.74
002662.SZ,京威股份,7.45,-0.53
002533.SZ,金杯电工,7.44,-2.62
600602.SH,云赛智联,7.44,-3.00
600981.SH,汇鸿集团,7.44,-1.98
002285.SZ,世联行,7.43,-1.59
600509.SH,天富能源,7.43,-3.38
600696.SH,*ST匹凸,7.43,-2.24
002002.SZ,鸿达兴业,7.41,-2.76
002580.SZ,圣阳股份,7.40,-5.37
300058.SZ,蓝色光标,7.40,-3.01
603366.SH,日出东方,7.40,-1.86
000548.SZ,湖南投资,7.39,-3.15
000627.SZ,天茂集团,7.39,1.09
000055.SZ,方大集团,7.38,-4.77
600596.SH,新安股份,7.38,-5.14
600960.SH,渤海活塞,7.38,-3.28
000863.SZ,三湘印象,7.37,3.08
300080.SZ,易成新能,7.37,-1.86
600280.SH,中央商场,7.37,-1.73
600359.SH,新农开发,7.37,-3.15
600676.SH,交运股份,7.36,-1.60
002068.SZ,黑猫股份,7.35,-2.52
600531.SH,豫光金铅,7.35,-0.41
600805.SH,悦达投资,7.35,-1.48
002526.SZ,山东矿机,7.33,-0.81
600728.SH,佳都科技,7.33,-2.27
600869.SH,智慧能源,7.33,3.39
600984.SH,建设机械,7.33,-4.56
300283.SZ,温州宏丰,7.32,-4.81
603333.SH,明星电缆,7.32,-3.05
002556.SZ,辉隆股份,7.31,-2.53
000068.SZ,华控赛格,7.30,-2.28
600606.SH,绿地控股,7.30,-1.08
600695.SH,绿庭投资,7.30,-3.05
600580.SH,卧龙电气,7.29,-1.75
600828.SH,茂业商业,7.29,-2.15
000607.SZ,华媒控股,7.28,-3.06
002021.SZ,中捷资源,7.28,-0.27
002083.SZ,孚日股份,7.28,0.69
600538.SH,国发股份,7.28,-2.80
002170.SZ,芭田股份,7.27,-2.02
002079.SZ,苏州固锝,7.26,-3.59
000008.SZ,神州高铁,7.25,-1.50
600507.SH,方大特钢,7.25,4.32
001696.SZ,宗申动力,7.23,-2.03
601377.SH,兴业证券,7.23,-2.82
000518.SZ,四环生物,7.21,-0.55
002274.SZ,华昌化工,7.21,-3.09
600461.SH,洪城水业,7.21,-1.50
000620.SZ,新华联,7.20,-4.51
000655.SZ,金岭矿业,7.20,-2.17
600257.SH,大湖股份,7.19,-3.36
600736.SH,苏州高新,7.19,-4.52
600757.SH,长江传媒,7.19,-1.91
600251.SH,冠农股份,7.18,0.00
600360.SH,华微电子,7.18,-1.78
300129.SZ,泰胜风能,7.17,-6.03
000822.SZ,山东海化,7.16,-1.24
000918.SZ,嘉凯城,7.16,-0.69
300048.SZ,合康新能,7.16,-4.15
000973.SZ,佛塑科技,7.14,0.00
600589.SH,广东榕泰,7.14,-2.46
600844.SH,*ST丹科,7.14,-0.97
000031.SZ,中粮地产,7.13,-2.60
002226.SZ,江南化工,7.13,-0.28
002347.SZ,泰尔股份,7.13,-2.33
600096.SH,云天化,7.13,-2.20
600193.SH,创兴资源,7.13,-3.65
600770.SH,综艺股份,7.13,-3.78
600748.SH,上实发展,7.12,-2.47
000700.SZ,模塑科技,7.11,-1.39
300039.SZ,上海凯宝,7.10,-3.14
300082.SZ,奥克股份,7.10,-3.79
603766.SH,隆鑫通用,7.10,-4.31
600123.SH,兰花科创,7.09,-1.12
600346.SH,恒力股份,7.09,-0.14
000159.SZ,国际实业,7.08,-3.67
000922.SZ,*ST佳电,7.08,-2.08
000570.SZ,苏常柴A,7.07,-3.02
300263.SZ,隆华节能,7.07,4.59
600836.SH,界龙实业,7.07,-4.33
000027.SZ,深圳能源,7.05,-2.36
001896.SZ,豫能控股,7.05,-4.60
002334.SZ,英威腾,7.05,-2.22
300074.SZ,华平股份,7.05,-3.82
600156.SH,华升股份,7.05,-6.50
600502.SH,安徽水利,7.05,-3.95
600891.SH,秋林集团,7.05,-3.82
000758.SZ,中色股份,7.04,-1.68
600712.SH,南宁百货,7.04,1.00
000912.SZ,泸天化,7.03,-3.83
002361.SZ,神剑股份,7.03,-1.40
002554.SZ,惠博普,7.03,-3.96
002652.SZ,扬子新材,7.03,-3.83
600217.SH,中再资环,7.03,-1.82
600429.SH,三元股份,7.03,-2.23
600091.SH,ST明科,7.02,-3.04
000721.SZ,西安饮食,7.00,-1.69
000807.SZ,云铝股份,7.00,-2.64
300181.SZ,佐力药业,7.00,-1.41
002476.SZ,宝莫股份,6.99,-4.64
601101.SH,昊华能源,6.99,0.72
601199.SH,江南水务,6.99,-0.57
000421.SZ,南京公用,6.98,-3.99
300318.SZ,博晖创新,6.98,-4.12
601727.SH,上海电气,6.98,-1.69
601992.SH,金隅股份,6.98,-5.29
600310.SH,桂东电力,6.97,-2.93
002470.SZ,金正大,6.96,-1.70
300071.SZ,华谊嘉信,6.96,-1.70
600624.SH,复旦复华,6.96,-2.38
000410.SZ,*ST沈机,6.95,-2.66
002503.SZ,搜于特,6.95,0.29
600713.SH,南京医药,6.95,0.29
000789.SZ,万年青,6.94,-3.88
000936.SZ,华西股份,6.94,-2.39
600860.SH,*ST京城,6.94,-4.28
601699.SH,潞安环能,6.94,-1.42
000961.SZ,中南建设,6.93,0.58
300247.SZ,乐金健康,6.93,-1.56
603227.SH,雪峰科技,6.93,-5.07
002386.SZ,天原集团,6.92,-2.54
002160.SZ,常铝股份,6.91,-2.81
000498.SZ,山东路桥,6.90,-3.23
600583.SH,海油工程,6.90,-3.77
002018.SZ,华信国际,6.89,-2.82
600971.SH,恒源煤电,6.89,-0.43
002288.SZ,超华科技,6.88,-2.13
002540.SZ,亚太科技,6.88,-1.43
601168.SH,西部矿业,6.87,-1.15
002272.SZ,川润股份,6.86,-2.28
300194.SZ,福安药业,6.86,-2.83
600279.SH,重庆港九,6.86,-2.70
600495.SH,晋西车轴,6.86,-2.97
000692.SZ,惠天热电,6.85,-0.29
600126.SH,杭钢股份,6.85,0.29
002206.SZ,海利得,6.84,-3.39
002248.SZ,*ST东数,6.84,-5.00
002437.SZ,誉衡药业,6.84,-3.39
600333.SH,长春燃气,6.84,-3.12
600776.SH,东方通信,6.84,0.29
601222.SH,林洋能源,6.84,-1.16
601226.SH,华电重工,6.84,-1.44
000035.SZ,中国天楹,6.83,-1.59
000816.SZ,智慧农业,6.82,2.25
601208.SH,东材科技,6.82,-3.13
000419.SZ,通程控股,6.80,-2.72
000691.SZ,ST亚太,6.80,-5.03
000757.SZ,浩物股份,6.80,-5.42
002259.SZ,升达林业,6.80,-1.31
000959.SZ,首钢股份,6.79,-0.73
600572.SH,康恩贝,6.79,-1.74
300214.SZ,日科化学,6.78,-3.42
600395.SH,盘江股份,6.78,-1.17
601958.SH,金钼股份,6.78,-1.17
600823.SH,世茂股份,6.77,-1.46
002531.SZ,天顺风能,6.74,-1.46
601015.SH,陕西黑猫,6.73,-2.61
002481.SZ,双塔食品,6.72,-0.89
300022.SZ,吉峰农机,6.72,-3.45
601933.SH,永辉超市,6.72,-0.30
000601.SZ,韶能股份,6.71,-3.73
002641.SZ,永高股份,6.71,-2.75
000564.SZ,供销大集,6.70,-3.04
002056.SZ,横店东磁,6.70,-4.29
600031.SH,三一重工,6.70,0.00
002397.SZ,梦洁股份,6.69,-2.62
600084.SH,中葡股份,6.68,-4.84
600275.SH,*ST昌鱼,6.68,-4.98
002452.SZ,长高集团,6.67,-3.19
600759.SH,洲际油气,6.67,-2.91
002244.SZ,滨江集团,6.66,-0.15
002314.SZ,南山控股,6.65,-5.81
002701.SZ,奥瑞金,6.65,-3.06
600439.SH,瑞贝卡,6.64,-0.30
000698.SZ,沈阳化工,6.63,-2.21
000707.SZ,双环科技,6.63,-2.79
002099.SZ,海翔药业,6.63,-2.64
002666.SZ,德联集团,6.63,-2.93
002689.SZ,远大智能,6.63,-2.93
300179.SZ,四方达,6.62,-2.65
600784.SH,鲁银投资,6.62,-2.50
601599.SH,鹿港文化,6.60,-1.20
000637.SZ,茂化实华,6.58,-1.64
600261.SH,阳光照明,6.58,-2.52
000632.SZ,三木集团,6.55,-6.03
300239.SZ,东宝生物,6.55,-3.96
600281.SH,太化股份,6.55,-3.39
600751.SH,天海投资,6.55,-3.39
600115.SH,东方航空,6.54,0.00
600688.SH,上海石化,6.54,0.62
601588.SH,北辰实业,6.54,-0.31
002283.SZ,天润曲轴,6.53,-0.91
002628.SZ,成都路桥,6.53,2.35
002118.SZ,紫鑫药业,6.52,0.00
300105.SZ,龙源技术,6.52,-2.69
600819.SH,耀皮玻璃,6.51,-3.56
600239.SH,云南城投,6.49,10.00
600675.SH,中华企业,6.48,-2.99
002249.SZ,大洋电机,6.46,0.62
002436.SZ,兴森科技,6.46,0.31
600067.SH,冠城大通,6.46,-3.58
002325.SZ,洪涛股份,6.45,-1.23
